17:09.3,18FFE040,5,5C,B7,0,91,3,80,13
17:09.7,18FFE040,5,5C,59,1,BA,6,80,13
17:09.7,18FFE040,5,5C,69,1,0A,7,80,13
17:09.7,18FFE040,5,5C,59,1,BA,6,80,13
17:09.7,18FFE040,5,5C,61,1,E2,6,80,13
17:09.7,18FFE040,5,5C,5E,1,D3,6,80,13
17:09.7,18FFE040,5,5C,5E,1,D3,6,80,13
17:09.7,18FFE040,5,5C,5E,1,D3,6,80,13
17:10.1,18FFE040,5,5C,59,1,BA,6,80,13
17:10.1,18FFE040,5,5C,35,1,6,6,80,13
17:10.1,18FFE040,5,5C,59,1,BA,6,80,13
17:10.1,18FFE040,5,5C,50,1,8C,6,7E,13
17:10.1,18FFE040,5,5C,59,1,BA,6,80,13
17:10.1,18FFE040,5,5C,5E,1,D3,6,80,13
17:10.1,18FFE040,5,5C,5E,1,D3,6,80,13
17:10.1,18FFE040,5,5C,5E,1,D3,6,80,13
17:10.4,18FFE040,5,5C,9C,0,0A,3,80,13
17:10.4,18FFE040,5,5C,5E,1,D3,6,80,13
17:10.4,18FFE040,5,5C,5B,1,C4,6,80,13
17:10.4,18FFE040,5,5C,5B,1,C4,6,80,13
17:10.4,18FFE040,5,5C,99,0,FB,2,80,13
17:10.4,18FFE040,5,5C,61,1,E2,6,80,13
17:10.7,18FFE040,5,5C,48,1,65,6,80,13
17:10.7,18FFE040,5,5C,5B,1,C4,6,80,13
17:10.7,18FFE040,5,5C,5E,1,D3,6,80,13
17:10.7,18FFE040,5,5C,48,1,65,6,80,13
17:10.8,18FFE040,5,5C,5B,1,C4,6,80,13
17:10.8,18FFE040,5,5C,53,1,9C,6,81,13
17:10.8,18FFE040,5,5C,5E,1,D3,6,80,13
17:10.8,18FFE040,5,5C,59,1,BA,6,80,13
17:11.1,18FFE040,5,5C,2B,1,D4,5,80,13
17:11.1,18FFE040,5,5C,5E,1,D3,6,80,13
17:11.1,18FFE040,5,5C,5E,1,D3,6,80,13
17:11.1,18FFE040,5,5C,61,1,E2,6,80,13
17:11.1,18FFE040,5,5C,5E,1,D3,6,80,13
17:11.1,18FFE040,5,5C,5E,1,D3,6,80,13
17:11.1,18FFE040,5,5C,99,0,FB,2,80,13
17:11.4,18FFE040,5,5C,63,1,EC,6,80,13
17:11.5,18FFE040,5,5C,66,1,FB,6,80,13
17:11.5,18FFE040,5,5C,63,1,EC,6,80,13
17:11.5,18FFE040,5,5C,61,1,E2,6,80,13
17:11.5,18FFE040,5,5C,61,1,E2,6,80,13
17:11.5,18FFE040,5,5C,A4,1,30,8,80,13
17:11.5,18FFE040,5,5C,66,1,FB,6,80,13
17:11.8,18FFE040,5,5C,5E,1,D3,6,80,13
17:11.8,18FFE040,5,5C,B4,0,82,3,80,13
17:11.8,18FFE040,5,5C,5E,1,D3,6,80,13
17:11.8,18FFE040,5,5C,5E,1,D3,6,80,13
17:11.8,18FFE040,5,5C,6B,1,14,7,80,13
17:11.8,18FFE040,5,5C,63,1,EC,6,80,13
17:11.9,18FFE040,5,5C,63,1,EC,6,80,13
17:12.2,18FFE040,5,5C,61,1,E2,6,80,13
17:12.2,18FFE040,5,5C,69,1,0A,7,80,13
17:12.2,18FFE040,5,5C,50,1,8D,6,80,13
17:12.2,18FFE040,5,5C,53,1,9C,6,80,13
17:12.2,18FFE040,5,5C,5B,1,C4,6,80,13
17:12.2,18FFE040,5,5C,63,1,EC,6,80,13
17:12.2,18FFE040,5,5C,6B,1,14,7,80,13
17:12.5,18FFE040,5,5C,63,1,EC,6,80,13
17:12.5,18FFE040,5,5C,6B,1,14,7,80,13
17:12.5,18FFE040,5,5C,5B,1,C3,6,7E,13
17:12.5,18FFE040,5,5C,43,0,4E,1,80,13
17:12.5,18FFE040,5,5C,61,1,E2,6,80,13
17:12.5,18FFE040,5,5C,63,1,EC,6,80,13
17:12.5,18FFE040,5,5C,84,1,90,7,80,13
17:12.9,18FFE040,5,5C,0,0,0,0,80,13
17:12.9,18FFE040,5,5C,61,1,E2,6,80,13
17:12.9,18FFE040,5,5C,66,1,FB,6,80,13
17:12.9,18FFE040,5,5C,4E,1,82,6,7E,13
17:12.9,18FFE040,5,5C,61,1,E2,6,80,13
17:12.9,18FFE040,5,5C,63,1,EC,6,80,13
17:12.9,18FFE040,5,5C,69,1,0A,7,80,13
17:13.2,18FFE040,5,5C,66,1,FB,6,80,13
17:13.3,18FFE040,5,5C,69,1,0A,7,80,13
17:13.3,18FFE040,5,5C,71,1,32,7,80,13
17:13.3,18FFE040,5,5C,E7,1,7F,9,80,13
17:13.3,18FFE040,5,5C,6E,1,23,7,80,13
17:13.3,18FFE040,5,5C,76,1,4B,7,80,13
17:13.3,18FFE040,5,5C,66,1,FB,6,80,13
17:13.6,18FFE040,5,5C,6E,1,23,7,80,13
17:13.6,18FFE040,5,5C,63,1,EC,6,80,13
17:13.6,18FFE040,5,5C,5E,2,D1,0B,80,13
17:13.6,18FFE040,5,5C,66,1,FB,6,80,13
17:13.6,18FFE040,5,5C,63,1,EC,6,80,13
17:13.6,18FFE040,5,5C,71,1,32,7,80,13
17:13.6,18FFE040,5,5C,38,1,15,6,80,13
17:13.6,18FFE040,5,5C,63,1,EC,6,80,13
17:13.9,18FFE040,5,5C,A4,1,30,8,80,13
17:13.9,18FFE040,5,5C,6B,1,14,7,80,13
17:13.9,18FFE040,5,5C,66,1,FB,6,80,13
17:13.9,18FFE040,5,5C,66,1,FB,6,80,13
17:13.9,18FFE040,5,5C,66,1,FB,6,80,13
17:14.0,18FFE040,5,5C,6E,1,23,7,80,13
17:14.0,18FFE040,5,5C,69,1,0A,7,80,13
17:14.3,18FFE040,5,5C,63,1,EC,6,80,13
17:14.3,18FFE040,5,5C,63,1,EC,6,81,13
17:14.3,18FFE040,5,5C,63,0,EE,1,80,13
17:14.3,18FFE040,5,5C,63,1,EC,6,80,13
17:14.3,18FFE040,5,5C,69,1,9,7,7E,13
17:14.3,18FFE040,5,5C,63,1,EC,6,80,13
17:14.3,18FFE040,5,5C,6B,1,14,7,80,13
17:14.7,18FFE040,5,5C,63,1,EC,6,80,13
17:14.7,18FFE040,5,5C,6B,1,14,7,80,13
17:14.7,18FFE040,5,5C,69,1,0A,7,80,13
17:14.7,18FFE040,5,5C,86,1,9A,7,80,13
17:14.7,18FFE040,5,5C,5E,1,D3,6,80,13
17:14.7,18FFE040,5,5C,63,1,EC,6,80,13
17:14.7,18FFE040,5,5C,40,1,3D,6,80,13
17:15.0,18FFE040,5,5C,63,1,EC,6,80,13
17:15.0,18FFE040,5,5C,66,1,FB,6,80,13
17:15.0,18FFE040,5,5C,59,1,BA,6,81,13
17:15.0,18FFE040,5,5C,0A,2,2D,0A,80,13
17:15.0,18FFE040,5,5C,6E,1,23,7,80,13
17:15.0,18FFE040,5,5C,6E,1,23,7,80,13
17:15.0,18FFE040,5,5C,66,1,FB,6,80,13
17:15.4,18FFE040,5,5C,63,1,EC,6,80,13
17:15.4,18FFE040,5,5C,6B,1,14,7,80,13
17:15.4,18FFE040,5,5C,66,1,FB,6,80,13
17:15.4,18FFE040,5,5C,69,1,0A,7,80,13
17:15.4,18FFE040,5,5C,66,1,FB,6,80,13
17:15.4,18FFE040,5,5C,89,1,A9,7,80,13
17:15.4,18FFE040,5,5C,61,1,E2,6,80,13
17:15.7,18FFE040,5,5C,63,1,EC,6,81,13
17:15.7,18FFE040,5,5C,61,1,E2,6,81,13
17:15.7,18FFE040,5,5C,61,1,E2,6,80,13
17:15.7,18FFE040,5,5C,66,1,FB,6,80,13
17:15.7,18FFE040,5,5C,61,1,E2,6,80,13
17:15.7,18FFE040,5,5C,61,1,E2,6,80,13
17:15.7,18FFE040,5,5C,69,1,0A,7,80,13
17:16.1,18FFE040,5,5C,59,1,BA,6,80,13
17:16.1,18FFE040,5,5C,61,1,E2,6,80,13
17:16.1,18FFE040,5,5C,61,1,E2,6,80,13
17:16.1,18FFE040,5,5C,69,1,0A,7,80,13
17:16.1,18FFE040,5,5C,30,1,ED,5,80,13
17:16.1,18FFE040,5,5C,5E,1,D3,6,80,13
17:16.1,18FFE040,5,5C,59,1,BA,6,81,13
17:16.1,18FFE040,5,5C,63,1,EC,6,80,13
17:16.4,18FFE040,5,5C,5E,1,D3,6,80,13
17:16.4,18FFE040,5,5C,63,1,EC,6,80,13
17:16.4,18FFE040,5,5C,61,1,E2,6,80,13
17:16.4,18FFE040,5,5C,1B,1,84,5,80,13
17:16.4,18FFE040,5,5C,38,0,17,1,80,13
17:16.4,18FFE040,5,5C,56,1,AB,6,80,13
17:16.8,18FFE040,5,5C,66,1,FB,6,80,13
17:16.8,18FFE040,5,5C,61,1,E2,6,80,13
17:16.8,18FFE040,5,5C,63,1,EC,6,80,13
17:16.8,18FFE040,5,5C,61,1,E2,6,80,13
17:16.8,18FFE040,5,5C,61,1,E2,6,80,13
17:16.8,18FFE040,5,5C,69,1,9,7,7E,13
17:16.8,18FFE040,5,5C,63,1,EC,6,80,13
17:16.8,18FFE040,5,5C,63,1,EC,6,81,13
17:17.2,18FFE040,5,5C,63,1,EC,6,80,13
17:17.2,18FFE040,5,5C,69,1,0A,7,80,13
17:17.2,18FFE040,5,5C,66,1,FB,6,80,13
17:17.2,18FFE040,5,5C,69,1,0A,7,80,13
17:17.2,18FFE040,5,5C,61,1,E2,6,80,13
17:17.2,18FFE040,5,5C,63,1,EC,6,80,13
17:17.2,18FFE040,5,5C,63,1,EC,6,80,13
17:17.5,18FFE040,5,5C,66,1,FB,6,80,13
17:17.5,18FFE040,5,5C,69,1,0A,7,80,13
17:17.5,18FFE040,5,5C,30,1,ED,5,80,13
17:17.5,18FFE040,5,5C,63,1,EC,6,80,13
17:17.5,18FFE040,5,5C,71,1,32,7,80,13
17:17.5,18FFE040,5,5C,61,1,E2,6,80,13
17:17.5,18FFE040,5,5C,6E,1,23,7,80,13
17:17.9,18FFE040,5,5C,66,1,FB,6,80,13
17:17.9,18FFE040,5,5C,69,1,0A,7,80,13
17:17.9,18FFE040,5,5C,6E,1,23,7,80,13
17:17.9,18FFE040,5,5C,66,1,FB,6,80,13
17:17.9,18FFE040,5,5C,6E,1,23,7,80,13
17:17.9,18FFE040,5,5C,63,1,EC,6,80,13
17:17.9,18FFE040,5,5C,61,1,E2,6,81,13
17:18.2,18FFE040,5,5C,69,1,0A,7,80,13
17:18.2,18FFE040,5,5C,61,1,E2,6,80,13
17:18.2,18FFE040,5,5C,3B,1,24,6,80,13
17:18.2,18FFE040,5,5C,66,1,FB,6,80,13
17:18.2,18FFE040,5,5C,66,1,FB,6,80,13
17:18.2,18FFE040,5,5C,63,1,EC,6,80,13
17:18.2,18FFE040,5,5C,50,1,8D,6,80,13
17:18.3,18FFE040,5,5C,6E,1,23,7,80,13
17:18.6,18FFE040,5,5C,76,1,4B,7,80,13
17:18.6,18FFE040,5,5C,48,0,67,1,80,13
17:18.6,18FFE040,5,5C,6B,1,14,7,80,13
17:18.6,18FFE040,5,5C,69,1,0A,7,80,13
17:18.6,18FFE040,5,5C,73,1,3C,7,81,13
17:18.6,18FFE040,5,5C,6B,1,14,7,80,13
17:18.6,18FFE040,5,5C,6E,1,23,7,80,13
17:18.9,18FFE040,5,5C,66,1,FB,6,81,13
17:18.9,18FFE040,5,5C,6B,1,14,7,80,13
17:18.9,18FFE040,5,5C,71,1,32,7,80,13
17:18.9,18FFE040,5,5C,6B,1,14,7,81,13
17:18.9,18FFE040,5,5C,99,1,F9,7,80,13
17:18.9,18FFE040,5,5C,6E,1,23,7,80,13
17:19.0,18FFE040,5,5C,69,1,0A,7,81,13
17:19.3,18FFE040,5,5C,6E,1,23,7,80,13
17:19.3,18FFE040,5,5C,71,1,32,7,80,13
17:19.3,18FFE040,5,5C,7E,1,73,7,81,13
17:19.3,18FFE040,5,5C,94,2,DE,0C,80,13
17:19.3,18FFE040,5,5C,6E,1,23,7,80,13
17:19.3,18FFE040,5,5C,6B,1,14,7,80,13
17:19.3,18FFE040,5,5C,7C,1,68,7,80,13
17:19.7,18FFE040,5,5C,76,1,4B,7,81,13
17:19.7,18FFE040,5,5C,7C,1,69,7,81,13
17:19.7,18FFE040,5,5C,E2,1,66,9,81,13
17:19.7,18FFE040,5,5C,73,1,3C,7,81,13
17:19.7,18FFE040,5,5C,35,1,6,6,81,13
17:19.7,18FFE040,5,5C,76,1,4B,7,81,13
17:19.7,18FFE040,5,5C,6E,1,24,7,83,13
17:19.7,18FFE040,5,5C,7C,1,69,7,81,13
17:20.0,18FFE040,5,5C,7E,1,73,7,81,13
17:20.0,18FFE040,5,5C,76,1,4B,7,81,13
17:20.0,18FFE040,5,5C,76,1,4B,7,81,13
17:20.1,18FFE040,5,5C,79,1,5A,7,81,13
17:20.1,18FFE040,5,5C,43,1,4C,6,81,13
17:20.1,18FFE040,5,5C,7C,1,69,7,81,13
17:20.1,18FFE040,5,5C,7C,1,69,7,81,13
17:20.4,18FFE040,5,5C,23,0,AE,0,81,13
17:20.4,18FFE040,5,5C,79,1,5A,7,81,13
17:20.4,18FFE040,5,5C,81,1,82,7,81,13
17:20.4,18FFE040,5,5C,7C,1,6A,7,83,13
17:20.4,18FFE040,5,5C,81,1,83,7,83,13
17:20.4,18FFE040,5,5C,46,1,5B,6,81,13
17:20.4,18FFE040,5,5C,81,1,82,7,81,13
17:20.8,18FFE040,5,5C,7C,1,69,7,81,13
17:20.8,18FFE040,5,5C,81,1,82,7,81,13
17:20.8,18FFE040,5,5C,7E,1,73,7,81,13
17:20.8,18FFE040,5,5C,84,1,92,7,83,13
17:20.8,18FFE040,5,5C,7E,1,73,7,81,13
17:20.8,18FFE040,5,5C,89,1,AA,7,81,13
17:20.8,18FFE040,5,5C,46,1,5B,6,81,13
17:20.8,18FFE040,5,5C,84,1,91,7,81,13
17:21.1,18FFE040,5,5C,89,1,A9,7,80,13
17:21.1,18FFE040,5,5C,D2,0,18,4,81,13
17:21.1,18FFE040,5,5C,81,1,82,7,81,13
17:21.1,18FFE040,5,5C,81,1,83,7,83,13
17:21.2,18FFE040,5,5C,86,1,9B,7,81,13
17:21.2,18FFE040,5,5C,8E,1,C3,7,81,13
17:21.2,18FFE040,5,5C,86,1,9B,7,81,13
17:21.5,18FFE040,5,5C,8C,1,B9,7,81,13
17:21.5,18FFE040,5,5C,8E,1,C3,7,81,13
17:21.5,18FFE040,5,5C,38,1,15,6,81,13
17:21.5,18FFE040,5,5C,50,1,8E,6,83,13
17:21.5,18FFE040,5,5C,8C,1,BA,7,83,13
17:21.5,18FFE040,5,5C,AC,1,59,8,81,13
17:21.5,18FFE040,5,5C,91,1,D2,7,81,13
17:21.9,18FFE040,5,5C,94,1,E1,7,83,13
17:21.9,18FFE040,5,5C,8C,1,BA,7,83,13
17:21.9,18FFE040,5,5C,7C,1,6A,7,83,13
17:21.9,18FFE040,5,5C,89,1,AA,7,81,13
17:21.9,18FFE040,5,5C,86,1,9B,7,81,13
17:21.9,18FFE040,5,5C,86,1,9C,7,83,13
17:21.9,18FFE040,5,5C,84,1,92,7,83,13
17:22.2,18FFE040,5,5C,89,1,AA,7,81,13
17:22.2,18FFE040,5,5C,86,1,9C,7,83,13
17:22.2,18FFE040,5,5C,86,1,9B,7,81,13
17:22.2,18FFE040,5,5C,1D,2,8E,0A,83,13
17:22.2,18FFE040,5,5C,89,1,AB,7,83,13
17:22.2,18FFE040,5,5C,79,1,5A,7,81,13
17:22.3,18FFE040,5,5C,8C,1,BA,7,83,13
17:22.3,18FFE040,5,5C,8E,1,C4,7,83,13
17:22.6,18FFE040,5,5C,79,1,5B,7,83,13
17:22.6,18FFE040,5,5C,86,1,9C,7,83,13
17:22.6,18FFE040,5,5C,8C,1,BA,7,83,13
17:22.6,18FFE040,5,5C,86,1,9B,7,81,13
17:22.6,18FFE040,5,5C,91,1,D2,7,83,13
17:22.6,18FFE040,5,5C,8C,1,BA,7,83,13
17:22.6,18FFE040,5,5C,89,1,AB,7,83,13
17:22.6,18FFE040,5,5C,89,1,AB,7,83,13
17:23.0,18FFE040,5,5C,8C,1,BA,7,83,13
17:23.0,18FFE040,5,5C,8C,1,B9,7,81,13
17:23.0,18FFE040,5,5C,97,1,F0,7,83,13
17:23.0,18FFE040,5,5C,97,1,F0,7,83,13
17:23.0,18FFE040,5,5C,6B,0,16,2,83,13
17:23.0,18FFE040,5,5C,91,1,D2,7,83,13
17:23.3,18FFE040,5,5C,91,1,D2,7,83,13
17:23.3,18FFE040,5,5C,8E,1,C4,7,83,13
17:23.3,18FFE040,5,5C,8C,1,BA,7,83,13
17:23.3,18FFE040,5,5C,91,1,D2,7,83,13
17:23.3,18FFE040,5,5C,94,1,E1,7,83,13
17:23.3,18FFE040,5,5C,38,0,17,1,83,13
17:23.3,18FFE040,5,5C,8E,1,C4,7,83,13
17:23.7,18FFE040,5,5C,81,1,82,7,81,13
17:23.7,18FFE040,5,5C,91,1,D2,7,83,13
17:23.7,18FFE040,5,5C,99,1,FA,7,83,13
17:23.7,18FFE040,5,5C,94,1,E1,7,83,13
17:23.7,18FFE040,5,5C,99,1,FA,7,83,13
17:23.7,18FFE040,5,5C,99,1,FA,7,83,13
17:23.7,18FFE040,5,5C,97,1,F0,7,83,13
17:23.7,18FFE040,5,5C,8E,1,C4,7,83,13
17:24.1,18FFE040,5,5C,F2,1,B7,9,83,13
17:24.1,18FFE040,5,5C,99,1,FA,7,83,13
17:24.1,18FFE040,5,5C,9F,1,18,8,83,13
17:24.1,18FFE040,5,5C,94,1,E1,7,83,13
17:24.1,18FFE040,5,5C,8E,1,C4,7,83,13
17:24.1,18FFE040,5,5C,94,1,E1,7,81,13
17:24.1,18FFE040,5,5C,9C,1,9,8,83,13
17:24.4,18FFE040,5,5C,86,1,9C,7,83,13
17:24.4,18FFE040,5,5C,97,1,F0,7,83,13
17:24.4,18FFE040,5,5C,99,1,FA,7,83,13
17:24.4,18FFE040,5,5C,94,1,E1,7,83,13
17:24.4,18FFE040,5,5C,94,1,E1,7,83,13
17:24.4,18FFE040,5,5C,91,1,D2,7,83,13
17:24.4,18FFE040,5,5C,35,0,8,1,83,13
17:24.8,18FFE040,5,5C,94,1,E1,7,83,13
17:24.8,18FFE040,5,5C,8E,1,C4,7,83,13
17:24.8,18FFE040,5,5C,99,1,FA,7,83,13
17:24.8,18FFE040,5,5C,97,1,F0,7,83,13
17:24.8,18FFE040,5,5C,9F,2,17,0D,83,13
17:24.8,18FFE040,5,5C,9C,1,9,8,83,13
17:24.8,18FFE040,5,5C,91,1,D2,7,83,13
17:24.8,18FFE040,5,5C,9F,1,18,8,83,13
17:25.2,18FFE040,5,5C,9C,1,9,8,83,13
17:25.2,18FFE040,5,5C,9C,1,9,8,83,13
17:25.2,18FFE040,5,5C,99,1,FA,7,83,13
17:25.2,18FFE040,5,5C,8E,1,C4,7,83,13
17:25.2,18FFE040,5,5C,9C,1,9,8,83,13
17:25.2,18FFE040,5,5C,99,1,FB,7,85,13
17:25.2,18FFE040,5,5C,9C,1,9,8,83,13
17:25.6,18FFE040,5,5C,9C,1,9,8,83,13
17:25.6,18FFE040,5,5C,A1,1,22,8,83,13
17:25.6,18FFE040,5,5C,A4,1,31,8,83,13
17:25.6,18FFE040,5,5C,43,2,4C,0B,83,13
17:25.6,18FFE040,5,5C,2,2,7,0A,83,13
17:25.6,18FFE040,5,5C,9F,1,18,8,83,13
17:25.6,18FFE040,5,5C,A9,1,4A,8,83,13
17:25.6,18FFE040,5,5C,9F,1,18,8,83,13
17:26.0,18FFE040,5,5C,A1,1,22,8,83,13
17:26.0,18FFE040,5,5C,7B,0,66,2,83,13
17:26.0,18FFE040,5,5C,9C,1,9,8,83,13
17:26.0,18FFE040,5,5C,99,1,FA,7,83,13
17:26.0,18FFE040,5,5C,99,1,FA,7,83,13
17:26.0,18FFE040,5,5C,A1,1,22,8,83,13
17:26.0,18FFE040,5,5C,9C,1,9,8,83,13
17:26.3,18FFE040,5,5C,99,1,FA,7,83,13
17:26.3,18FFE040,5,5C,9F,1,18,8,83,13
17:26.3,18FFE040,5,5C,9F,1,18,8,83,13
17:26.3,18FFE040,5,5C,36,2,0B,0B,83,13
17:26.3,18FFE040,5,5C,A4,1,31,8,83,13
17:26.3,18FFE040,5,5C,97,1,F0,7,83,13
17:26.3,18FFE040,5,5C,A1,1,22,8,83,13
17:26.8,18FFE040,5,5C,A4,1,31,8,83,13
17:26.8,18FFE040,5,5C,A4,1,31,8,83,13
17:26.8,18FFE040,5,5C,9C,1,9,8,83,13
