41:54.2,18FFE040,5,50,9C,1,7,8,7E,13
41:54.2,18FFE040,5,50,99,1,F8,7,7C,13
41:54.2,18FFE040,5,50,94,1,DF,7,7C,13
41:54.2,18FFE040,5,50,99,1,F8,7,7C,13
41:54.2,18FFE040,5,50,97,1,EE,7,7C,13
41:54.2,18FFE040,5,50,4E,1,81,6,7C,13
41:54.2,18FFE040,5,50,97,1,EE,7,7C,13
41:54.2,18FFE040,5,50,9C,1,7,8,7C,13
41:54.2,18FFE040,5,50,94,1,DF,7,7C,13
41:54.2,18FFE040,5,50,94,1,DF,7,7C,13
41:54.2,18FFE040,5,50,A9,1,47,8,7C,13
41:54.6,18FFE040,5,50,97,1,EE,7,7C,13
41:54.9,18FFE040,5,50,D7,1,2D,9,7C,13
41:54.9,18FFE040,5,50,9F,1,16,8,7C,13
41:54.9,18FFE040,5,50,9C,1,7,8,7C,13
41:54.9,18FFE040,5,50,94,1,DF,7,7C,13
41:54.9,18FFE040,5,50,91,1,D0,7,7C,13
41:54.9,18FFE040,5,50,94,1,DF,7,7C,13
41:54.9,18FFE040,5,50,2B,2,D0,0A,7C,13
41:54.9,18FFE040,5,50,9C,1,7,8,7C,13
41:54.9,18FFE040,5,50,91,1,D0,7,7C,13
41:54.9,18FFE040,5,50,A7,1,3D,8,7C,13
41:54.9,18FFE040,5,50,94,1,DF,7,7C,13
41:54.9,18FFE040,5,50,9F,1,16,8,7C,13
41:54.9,18FFE040,5,50,99,1,F8,7,7C,13
41:55.1,18FFE040,5,50,94,1,DF,7,7C,13
41:55.6,18FFE040,5,50,B7,1,8D,8,7C,13
41:55.6,18FFE040,5,50,97,1,EE,7,7C,13
41:55.6,18FFE040,5,50,94,1,DF,7,7C,13
41:55.6,18FFE040,5,50,94,1,DF,7,7C,13
41:55.6,18FFE040,5,50,94,1,DF,7,7C,13
41:55.6,18FFE040,5,50,94,1,DF,7,7C,13
41:55.6,18FFE040,5,50,A7,1,3D,8,7C,13
41:55.6,18FFE040,5,50,99,1,F8,7,7C,13
41:55.6,18FFE040,5,50,97,1,EE,7,7E,13
41:55.6,18FFE040,5,50,97,1,EE,7,7C,13
41:55.6,18FFE040,5,50,97,1,EE,7,7E,13
41:55.6,18FFE040,5,50,61,1,E1,6,7E,13
41:55.6,18FFE040,5,50,A4,1,2E,8,7C,13
41:55.6,18FFE040,5,50,6E,1,21,7,7C,13
41:56.3,18FFE040,5,50,91,1,D0,7,7C,13
41:56.3,18FFE040,5,50,94,1,DF,7,7C,13
41:56.3,18FFE040,5,50,97,1,EE,7,7C,13
41:56.3,18FFE040,5,50,99,1,F8,7,7E,13
41:56.3,18FFE040,5,50,99,1,F8,7,7C,13
41:56.3,18FFE040,5,50,8C,1,B8,7,7E,13
41:56.3,18FFE040,5,50,94,1,DF,7,7C,13
41:56.3,18FFE040,5,50,91,1,D0,7,7E,13
41:56.3,18FFE040,5,50,97,1,EE,7,7C,13
41:56.3,18FFE040,5,50,94,1,DF,7,7C,13
41:56.3,18FFE040,5,50,99,1,F8,7,7E,13
41:56.3,18FFE040,5,50,94,1,DF,7,7C,13
41:56.3,18FFE040,5,50,4E,1,81,6,7C,13
41:56.3,18FFE040,5,50,99,1,F8,7,7C,13
41:56.6,18FFE040,5,50,94,1,DF,7,7C,13
41:57.0,18FFE040,5,50,BA,1,9C,8,7C,13
41:57.0,18FFE040,5,50,91,1,D0,7,7C,13
41:57.0,18FFE040,5,50,9C,1,7,8,7E,13
41:57.0,18FFE040,5,50,99,1,F8,7,7C,13
41:57.0,18FFE040,5,50,A1,1,1F,8,7C,13
41:57.0,18FFE040,5,50,9C,1,7,8,7C,13
41:57.0,18FFE040,5,50,97,1,EE,7,7C,13
41:57.0,18FFE040,5,50,97,1,EE,7,7C,13
41:57.0,18FFE040,5,50,9C,1,7,8,7C,13
41:57.0,18FFE040,5,50,9F,1,16,8,7C,13
41:57.0,18FFE040,5,50,A7,1,3D,8,7C,13
41:57.0,18FFE040,5,50,97,1,EE,7,7C,13
41:57.0,18FFE040,5,50,9C,1,7,8,7C,13
41:57.0,18FFE040,5,50,99,1,F8,7,7C,13
41:57.7,18FFE040,5,50,7E,1,71,7,7C,13
41:57.7,18FFE040,5,50,94,1,DF,7,7C,13
41:57.7,18FFE040,5,50,9F,1,16,8,7C,13
41:57.7,18FFE040,5,50,91,1,D0,7,7C,13
41:57.7,18FFE040,5,50,97,1,EE,7,7C,13
41:57.7,18FFE040,5,50,BC,1,A6,8,7C,13
41:57.7,18FFE040,5,50,99,1,F8,7,7C,13
41:57.7,18FFE040,5,50,8E,1,C1,7,7C,13
41:57.7,18FFE040,5,50,8C,1,B7,7,7C,13
41:57.7,18FFE040,5,50,97,1,EE,7,7C,13
41:57.7,18FFE040,5,50,94,1,DF,7,7C,13
41:57.7,18FFE040,5,50,91,1,D0,7,7C,13
41:57.7,18FFE040,5,50,94,1,DF,7,7C,13
41:57.7,18FFE040,5,50,97,1,EE,7,7C,13
41:58.4,18FFE040,5,50,97,1,EE,7,7E,13
41:58.4,18FFE040,5,50,0,0,0,0,7C,13
41:58.4,18FFE040,5,50,9C,1,7,8,7C,13
41:58.5,18FFE040,5,50,97,1,EE,7,7C,13
41:58.5,18FFE040,5,50,94,1,DF,7,7C,13
41:58.5,18FFE040,5,50,91,1,D0,7,7C,13
41:58.5,18FFE040,5,50,94,1,DF,7,7C,13
41:58.5,18FFE040,5,50,B4,1,7E,8,7C,13
41:58.5,18FFE040,5,50,94,1,DF,7,7C,13
41:58.5,18FFE040,5,50,91,1,D0,7,7C,13
41:58.5,18FFE040,5,50,AF,1,65,8,7C,13
41:58.5,18FFE040,5,50,94,1,DF,7,7C,13
41:58.5,18FFE040,5,50,97,1,EE,7,7C,13
41:58.5,18FFE040,5,50,97,1,EE,7,7C,13
41:58.7,18FFE040,5,50,97,1,EE,7,7C,13
41:59.2,18FFE040,5,50,94,1,DF,7,7C,13
41:59.2,18FFE040,5,50,89,1,A8,7,7C,13
41:59.2,18FFE040,5,50,97,1,EE,7,7C,13
41:59.2,18FFE040,5,50,8C,1,B7,7,7C,13
41:59.2,18FFE040,5,50,99,1,F8,7,7C,13
41:59.2,18FFE040,5,50,97,1,EE,7,7C,13
41:59.2,18FFE040,5,50,99,1,F8,7,7C,13
41:59.2,18FFE040,5,50,97,1,EE,7,7C,13
41:59.2,18FFE040,5,50,BC,1,A6,8,7C,13
41:59.2,18FFE040,5,50,97,1,EE,7,7C,13
41:59.2,18FFE040,5,50,76,1,49,7,7C,13
41:59.2,18FFE040,5,50,99,1,F8,7,7C,13
41:59.2,18FFE040,5,50,94,1,DF,7,7C,13
41:59.2,18FFE040,5,50,94,1,DF,7,7C,13
41:59.9,18FFE040,5,50,9C,1,7,8,7C,13
41:59.9,18FFE040,5,50,97,1,EE,7,7C,13
41:59.9,18FFE040,5,50,94,1,DF,7,7C,13
41:59.9,18FFE040,5,50,7C,1,67,7,7C,13
41:59.9,18FFE040,5,50,97,1,EE,7,7C,13
41:59.9,18FFE040,5,50,8C,1,B7,7,7C,13
41:59.9,18FFE040,5,50,99,1,F8,7,7C,13
41:59.9,18FFE040,5,50,97,1,EE,7,7C,13
41:59.9,18FFE040,5,50,89,1,A8,7,7C,13
41:59.9,18FFE040,5,50,91,1,D0,7,7C,13
42:00.0,18FFE040,5,50,91,1,D0,7,7C,13
42:00.0,18FFE040,5,50,94,1,DF,7,7C,13
42:00.0,18FFE040,5,50,0,0,0,0,7C,13
42:00.0,18FFE040,5,50,94,1,DF,7,7C,13
42:00.0,18FFE040,5,50,94,1,DF,7,7C,13
42:00.2,18FFE040,5,50,91,1,D0,7,7C,13
42:00.6,18FFE040,5,50,99,1,F8,7,7C,13
42:00.7,18FFE040,5,50,91,1,D0,7,7C,13
42:00.7,18FFE040,5,50,6B,1,12,7,7C,13
42:00.7,18FFE040,5,50,94,1,DF,7,7C,13
42:00.7,18FFE040,5,50,94,1,DF,7,7C,13
42:00.7,18FFE040,5,50,97,1,EE,7,7C,13
42:00.7,18FFE040,5,50,91,1,D0,7,7C,13
42:00.7,18FFE040,5,50,91,1,D0,7,7C,13
42:00.7,18FFE040,5,50,7E,1,71,7,7C,13
42:00.7,18FFE040,5,50,94,1,DF,7,7C,13
42:00.7,18FFE040,5,50,91,1,D0,7,7C,13
42:00.7,18FFE040,5,50,94,1,DF,7,7C,13
42:00.7,18FFE040,5,50,0,0,0,0,7C,13
42:00.7,18FFE040,5,50,99,1,F8,7,7C,13
42:01.4,18FFE040,5,50,84,1,90,7,80,13
42:01.4,18FFE040,5,50,91,1,D0,7,7C,13
42:01.4,18FFE040,5,50,99,1,F8,7,7E,13
42:01.4,18FFE040,5,50,A4,1,2E,8,7C,13
42:01.4,18FFE040,5,50,97,1,EE,7,7C,13
42:01.4,18FFE040,5,50,9C,1,7,8,7C,13
42:01.4,18FFE040,5,50,94,1,DF,7,7C,13
42:01.4,18FFE040,5,50,94,1,DF,7,7C,13
42:01.4,18FFE040,5,50,7E,1,72,7,7E,13
42:01.4,18FFE040,5,50,0,1,FC,4,7C,13
42:01.4,18FFE040,5,50,7E,1,71,7,7C,13
42:01.4,18FFE040,5,50,9C,1,7,8,7C,13
42:01.4,18FFE040,5,50,86,1,99,7,7C,13
42:01.4,18FFE040,5,50,94,1,DF,7,7C,13
42:01.9,18FFE040,5,50,97,1,EE,7,7C,13
42:02.1,18FFE040,5,50,A1,1,1F,8,7C,13
42:02.1,18FFE040,5,50,91,1,D0,7,7C,13
42:02.1,18FFE040,5,50,15,2,62,0A,7C,13
42:02.1,18FFE040,5,50,8E,1,C1,7,7C,13
42:02.1,18FFE040,5,50,9F,1,16,8,7C,13
42:02.1,18FFE040,5,50,94,1,DF,7,7C,13
42:02.1,18FFE040,5,50,9C,1,7,8,7C,13
42:02.1,18FFE040,5,50,CF,1,6,9,7E,13
42:02.1,18FFE040,5,50,94,1,DF,7,7C,13
42:02.1,18FFE040,5,50,99,1,F7,7,7A,13
42:02.1,18FFE040,5,50,91,1,D0,7,7C,13
42:02.1,18FFE040,5,50,99,1,F8,7,7C,13
42:02.1,18FFE040,5,50,91,1,D0,7,7C,13
42:02.1,18FFE040,5,50,10,2,49,0A,7C,13
42:02.8,18FFE040,5,50,97,1,EE,7,7C,13
42:02.8,18FFE040,5,50,94,1,DF,7,7C,13
42:02.8,18FFE040,5,50,97,1,EE,7,7C,13
42:02.8,18FFE040,5,50,91,1,D0,7,7C,13
42:02.8,18FFE040,5,50,91,1,D0,7,7C,13
42:02.8,18FFE040,5,50,7E,1,71,7,7C,13
42:02.8,18FFE040,5,50,99,1,F8,7,7C,13
42:02.8,18FFE040,5,50,76,1,49,7,7C,13
42:02.8,18FFE040,5,50,97,1,EE,7,7C,13
42:02.8,18FFE040,5,50,94,1,DF,7,7C,13
42:02.8,18FFE040,5,50,76,1,49,7,7C,13
42:02.8,18FFE040,5,50,94,1,DF,7,7C,13
42:02.8,18FFE040,5,50,8C,1,B7,7,7C,13
42:02.8,18FFE040,5,50,97,1,EE,7,7C,13
42:03.5,18FFE040,5,50,94,1,DF,7,7E,13
42:03.5,18FFE040,5,50,AF,1,65,8,7C,13
42:03.5,18FFE040,5,50,97,1,EE,7,7C,13
42:03.5,18FFE040,5,50,9C,1,7,8,7E,13
42:03.5,18FFE040,5,50,8C,1,B7,7,7C,13
42:03.5,18FFE040,5,50,99,1,F8,7,7C,13
42:03.5,18FFE040,5,50,94,1,DF,7,7C,13
42:03.5,18FFE040,5,50,61,1,E0,6,7C,13
42:03.5,18FFE040,5,50,91,1,D0,7,7C,13
42:03.5,18FFE040,5,50,94,1,DF,7,7E,13
42:03.5,18FFE040,5,50,97,1,EE,7,7C,13
42:03.5,18FFE040,5,50,91,1,D0,7,7E,13
42:03.5,18FFE040,5,50,97,1,EE,7,7C,13
42:03.5,18FFE040,5,50,A1,1,1F,8,7C,13
42:03.8,18FFE040,5,50,BC,1,A6,8,7C,13
42:04.2,18FFE040,5,50,97,1,EE,7,7C,13
42:04.2,18FFE040,5,50,97,1,EE,7,7C,13
42:04.2,18FFE040,5,50,94,1,DF,7,7E,13
42:04.2,18FFE040,5,50,81,1,80,7,7C,13
42:04.2,18FFE040,5,50,94,1,DF,7,7C,13
42:04.2,18FFE040,5,50,94,1,DF,7,7C,13
42:04.2,18FFE040,5,50,97,1,EE,7,7C,13
42:04.2,18FFE040,5,50,91,1,D0,7,7C,13
42:04.2,18FFE040,5,50,A9,1,47,8,7C,13
42:04.2,18FFE040,5,50,91,1,D0,7,7C,13
42:04.3,18FFE040,5,50,8E,1,C1,7,7C,13
42:04.3,18FFE040,5,50,94,1,DF,7,7C,13
42:04.3,18FFE040,5,50,99,1,F8,7,7C,13
42:04.3,18FFE040,5,50,99,1,F8,7,7C,13
42:04.9,18FFE040,5,50,91,1,D0,7,7C,13
42:04.9,18FFE040,5,50,18,2,71,0A,7C,13
42:04.9,18FFE040,5,50,94,1,DF,7,7C,13
42:04.9,18FFE040,5,50,8C,1,B7,7,7C,13
42:05.0,18FFE040,5,50,8E,1,C1,7,7C,13
42:05.0,18FFE040,5,50,8C,1,B6,7,7A,13
42:05.0,18FFE040,5,50,97,1,EE,7,7C,13
42:05.0,18FFE040,5,50,94,1,DF,7,7C,13
42:05.0,18FFE040,5,50,97,1,EE,7,7C,13
42:05.0,18FFE040,5,50,9C,1,7,8,7C,13
42:05.0,18FFE040,5,50,9C,1,7,8,7C,13
42:05.0,18FFE040,5,50,A4,1,2F,8,7E,13
42:05.0,18FFE040,5,50,94,1,DF,7,7C,13
42:05.0,18FFE040,5,50,97,1,EE,7,7C,13
42:05.7,18FFE040,5,50,0D,1,3D,5,7C,13
42:05.7,18FFE040,5,50,94,1,DF,7,7C,13
42:05.7,18FFE040,5,50,9C,1,7,8,7C,13
42:05.7,18FFE040,5,50,91,1,D0,7,7C,13
42:05.7,18FFE040,5,50,9C,1,7,8,7C,13
42:05.7,18FFE040,5,50,A4,1,2E,8,7C,13
42:05.7,18FFE040,5,50,94,1,DF,7,7C,13
42:05.7,18FFE040,5,50,9F,1,16,8,7C,13
42:05.7,18FFE040,5,50,99,1,F8,7,7C,13
42:05.7,18FFE040,5,50,69,1,8,7,7C,13
42:05.7,18FFE040,5,50,94,1,DF,7,7C,13
42:05.7,18FFE040,5,50,8E,1,C1,7,7C,13
42:05.7,18FFE040,5,50,9C,1,7,8,7C,13
42:05.7,18FFE040,5,50,9C,1,7,8,7C,13
42:05.9,18FFE040,5,50,91,1,D0,7,7C,13
42:06.4,18FFE040,5,50,8E,1,C1,7,7C,13
42:06.4,18FFE040,5,50,94,1,DF,7,7C,13
42:06.4,18FFE040,5,50,94,1,DF,7,7C,13
42:06.4,18FFE040,5,50,97,1,EE,7,7C,13
42:06.4,18FFE040,5,50,99,1,F8,7,7C,13
42:06.4,18FFE040,5,50,97,1,EE,7,7C,13
42:06.4,18FFE040,5,50,94,1,DF,7,7C,13
42:06.4,18FFE040,5,50,AF,1,65,8,7C,13
42:06.4,18FFE040,5,50,97,1,EE,7,7C,13
42:06.4,18FFE040,5,50,8E,1,C1,7,7C,13
42:06.4,18FFE040,5,50,2,2,3,0A,7C,13
42:06.4,18FFE040,5,50,8E,1,C1,7,7C,13
42:06.4,18FFE040,5,50,91,1,D0,7,7C,13
42:06.4,18FFE040,5,50,97,1,EE,7,7C,13
42:07.1,18FFE040,5,50,8E,1,C1,7,7C,13
42:07.1,18FFE040,5,50,6E,1,21,7,7C,13
42:07.1,18FFE040,5,50,94,1,DF,7,7C,13
42:07.1,18FFE040,5,50,9F,1,16,8,7C,13
42:07.1,18FFE040,5,50,97,1,EE,7,7C,13
42:07.1,18FFE040,5,50,99,1,F8,7,7C,13
42:07.1,18FFE040,5,50,97,1,EE,7,7C,13
42:07.1,18FFE040,5,50,99,1,F8,7,7C,13
42:07.1,18FFE040,5,50,91,1,D0,7,7C,13
42:07.1,18FFE040,5,50,91,1,D0,7,7C,13
42:07.1,18FFE040,5,50,97,1,EE,7,7C,13
42:07.1,18FFE040,5,50,94,1,DF,7,7C,13
42:07.1,18FFE040,5,50,99,1,F8,7,7C,13
42:07.1,18FFE040,5,50,97,1,EE,7,7C,13
42:07.4,18FFE040,5,50,97,1,EE,7,7C,13
42:07.8,18FFE040,5,50,97,1,EE,7,7C,13
42:07.8,18FFE040,5,50,91,1,D0,7,7C,13
42:07.8,18FFE040,5,50,AF,1,65,8,7C,13
42:07.8,18FFE040,5,50,97,1,EE,7,7C,13
42:07.8,18FFE040,5,50,94,1,DF,7,7E,13
42:07.8,18FFE040,5,50,73,1,3A,7,7C,13
42:07.8,18FFE040,5,50,94,1,DF,7,7C,13
42:07.8,18FFE040,5,50,97,1,EE,7,7E,13
42:07.8,18FFE040,5,50,94,1,DF,7,7C,13
42:07.8,18FFE040,5,50,99,1,F8,7,7C,13
42:07.8,18FFE040,5,50,91,1,D0,7,7C,13
42:07.8,18FFE040,5,50,A9,1,47,8,7C,13
42:07.8,18FFE040,5,50,91,1,D0,7,7C,13
42:07.8,18FFE040,5,50,94,1,DF,7,7C,13
42:08.5,18FFE040,5,50,99,1,F8,7,7C,13
42:08.5,18FFE040,5,50,94,1,DF,7,7C,13
42:08.5,18FFE040,5,50,94,1,DF,7,7C,13
42:08.5,18FFE040,5,50,91,1,D0,7,7C,13
42:08.5,18FFE040,5,50,91,1,D0,7,7C,13
42:08.5,18FFE040,5,50,94,1,DF,7,7E,13
42:08.5,18FFE040,5,50,99,1,F8,7,7C,13
42:08.5,18FFE040,5,50,94,1,DF,7,7C,13
42:08.5,18FFE040,5,50,97,1,EE,7,7C,13
42:08.5,18FFE040,5,50,91,1,D0,7,7C,13
42:08.5,18FFE040,5,50,91,1,D0,7,7E,13
42:08.5,18FFE040,5,50,97,1,EE,7,7C,13
42:08.5,18FFE040,5,50,94,1,DF,7,7C,13
42:08.5,18FFE040,5,50,A9,1,47,8,7C,13
42:09.2,18FFE040,5,50,94,1,DF,7,7C,13
42:09.2,18FFE040,5,50,94,1,DF,7,7C,13
42:09.2,18FFE040,5,50,94,1,DF,7,7C,13
42:09.2,18FFE040,5,50,97,1,EE,7,7C,13
42:09.2,18FFE040,5,50,99,1,F8,7,7C,13
42:09.2,18FFE040,5,50,91,1,D0,7,7C,13
42:09.2,18FFE040,5,50,99,1,F8,7,7C,13
42:09.2,18FFE040,5,50,97,1,EE,7,7C,13
42:09.2,18FFE040,5,50,94,1,DF,7,7C,13
42:09.2,18FFE040,5,50,99,1,F8,7,7C,13
42:09.2,18FFE040,5,50,97,1,EE,7,7C,13
42:09.2,18FFE040,5,50,94,1,DF,7,7E,13
42:09.3,18FFE040,5,50,97,1,EE,7,7C,13
42:09.3,18FFE040,5,50,9F,1,16,8,7C,13
42:09.5,18FFE040,5,50,91,1,D0,7,7C,13
42:10.0,18FFE040,5,50,91,1,D0,7,7C,13
42:10.0,18FFE040,5,50,94,1,DF,7,7C,13
42:10.0,18FFE040,5,50,8C,1,B7,7,7C,13
42:10.0,18FFE040,5,50,91,1,D0,7,7C,13
42:10.0,18FFE040,5,50,94,1,DF,7,7C,13
42:10.0,18FFE040,5,50,9C,1,7,8,7C,13
42:10.0,18FFE040,5,50,94,1,DF,7,7C,13
42:10.0,18FFE040,5,50,91,1,D0,7,7C,13
42:10.0,18FFE040,5,50,91,1,D0,7,7C,13
42:10.0,18FFE040,5,50,91,1,D0,7,7C,13
42:10.0,18FFE040,5,50,91,1,D0,7,7C,13
42:10.0,18FFE040,5,50,B1,1,70,8,7E,13
42:10.0,18FFE040,5,50,F5,0,C6,4,7C,13
42:10.0,18FFE040,5,50,89,1,A8,7,7C,13
42:10.7,18FFE040,5,50,A1,1,1F,8,7C,13
42:10.7,18FFE040,5,50,8E,1,C1,7,7C,13
42:10.7,18FFE040,5,50,9C,1,7,8,7C,13
42:10.7,18FFE040,5,50,8,1,24,5,7C,13
42:10.7,18FFE040,5,50,8E,1,C1,7,7C,13
42:10.7,18FFE040,5,50,91,1,D0,7,7C,13
42:10.7,18FFE040,5,50,94,1,DF,7,7C,13
42:10.7,18FFE040,5,50,91,1,D0,7,7C,13
42:10.7,18FFE040,5,50,94,1,DF,7,7C,13
42:10.7,18FFE040,5,50,3D,0,30,1,7C,13
42:10.7,18FFE040,5,50,99,1,F8,7,7C,13
42:10.7,18FFE040,5,50,2,1,6,5,7C,13
42:10.7,18FFE040,5,50,94,1,DF,7,7C,13
42:10.7,18FFE040,5,50,7C,1,67,7,7C,13
42:11.2,18FFE040,5,50,5,1,15,5,7C,13
42:11.4,18FFE040,5,50,8E,1,C1,7,7C,13
42:11.4,18FFE040,5,50,94,1,DF,7,7E,13
42:11.4,18FFE040,5,50,94,1,DF,7,7C,13
42:11.4,18FFE040,5,50,91,1,D0,7,7C,13
42:11.4,18FFE040,5,50,94,1,DF,7,7C,13
42:11.4,18FFE040,5,50,9F,1,16,8,7C,13
42:11.4,18FFE040,5,50,97,1,EE,7,7C,13
42:11.4,18FFE040,5,50,94,1,DF,7,7C,13
42:11.4,18FFE040,5,50,A7,1,3D,8,7C,13
42:11.4,18FFE040,5,50,97,1,EE,7,7C,13
42:11.4,18FFE040,5,50,94,1,DF,7,7C,13
42:11.4,18FFE040,5,50,94,1,DF,7,7C,13
42:11.4,18FFE040,5,50,9F,1,16,8,7E,13
42:11.7,18FFE040,5,50,EF,1,A5,9,7C,13
42:12.1,18FFE040,5,50,8E,1,C1,7,7C,13
42:12.1,18FFE040,5,50,5,1,15,5,7C,13
42:12.1,18FFE040,5,50,91,1,D0,7,7C,13
42:12.1,18FFE040,5,50,91,1,D0,7,7C,13
42:12.1,18FFE040,5,50,94,1,DF,7,7C,13
42:12.1,18FFE040,5,50,A1,1,1F,8,7C,13
42:12.1,18FFE040,5,50,8E,1,C1,7,7C,13
42:12.1,18FFE040,5,50,8E,1,C1,7,7C,13
42:12.1,18FFE040,5,50,91,1,D0,7,7C,13
42:12.1,18FFE040,5,50,91,1,D0,7,7C,13
42:12.1,18FFE040,5,50,59,1,B8,6,7C,13
42:12.1,18FFE040,5,50,97,1,EE,7,7C,13
42:12.1,18FFE040,5,50,99,1,F8,7,7C,13
42:12.1,18FFE040,5,50,73,1,3A,7,7C,13
42:12.8,18FFE040,5,50,8E,1,C2,7,7E,13
42:12.8,18FFE040,5,50,99,1,F8,7,7C,13
42:12.8,18FFE040,5,50,8E,1,C1,7,7C,13
42:12.8,18FFE040,5,50,91,1,D0,7,7C,13
42:12.8,18FFE040,5,50,76,1,49,7,7C,13
42:12.8,18FFE040,5,50,97,1,EE,7,7C,13
42:12.8,18FFE040,5,50,91,1,D0,7,7C,13
42:12.8,18FFE040,5,50,91,1,D0,7,7C,13
42:12.8,18FFE040,5,50,9F,1,15,8,7A,13
42:12.8,18FFE040,5,50,61,1,E0,6,7C,13
42:12.8,18FFE040,5,50,86,1,99,7,7C,13
42:12.8,18FFE040,5,50,A7,0,40,3,7C,13
42:12.8,18FFE040,5,50,8E,1,C1,7,7C,13
42:12.8,18FFE040,5,50,94,1,DF,7,7C,13
42:13.1,18FFE040,5,50,99,1,F8,7,7C,13
42:13.5,18FFE040,5,50,8C,1,B6,7,7A,13
42:13.5,18FFE040,5,50,8E,1,C1,7,7C,13
42:13.5,18FFE040,5,50,8E,1,C1,7,7C,13
42:13.5,18FFE040,5,50,8E,1,C1,7,7C,13
42:13.5,18FFE040,5,50,59,1,B8,6,7C,13
42:13.5,18FFE040,5,50,91,1,D0,7,7C,13
42:13.5,18FFE040,5,50,94,1,DF,7,7C,13
42:13.5,18FFE040,5,50,97,1,EE,7,7E,13
42:13.5,18FFE040,5,50,94,1,DF,7,7C,13
42:13.5,18FFE040,5,50,97,1,EE,7,7C,13
42:13.5,18FFE040,5,50,8E,1,C1,7,7C,13
42:13.6,18FFE040,5,50,A9,1,47,8,7C,13
42:13.6,18FFE040,5,50,CA,1,EC,8,7C,13
42:13.6,18FFE040,5,50,8E,1,C1,7,7C,13
42:14.2,18FFE040,5,50,91,1,D0,7,7C,13
42:14.3,18FFE040,5,50,94,1,DF,7,7C,13
42:14.3,18FFE040,5,50,3B,1,23,6,7C,13
