30:25.2,18FFE040,5,44,25,1,AE,5,64,13
30:25.2,18FFE040,5,44,2B,1,CC,5,64,13
30:25.3,18FFE040,5,44,3B,1,1B,6,64,13
30:25.3,18FFE040,5,44,28,1,BD,5,64,13
30:25.4,18FFE040,5,44,2B,1,CC,5,64,13
30:25.4,18FFE040,5,44,2B,1,CC,5,64,13
30:25.5,18FFE040,5,44,69,1,0,7,64,13
30:25.6,18FFE040,5,44,28,1,BD,5,64,13
30:25.6,18FFE040,5,44,1D,1,86,5,62,13
30:25.6,18FFE040,5,44,35,0,7,1,64,13
30:25.7,18FFE040,5,44,28,1,BD,5,64,13
30:25.8,18FFE040,5,44,28,1,BD,5,64,13
30:25.8,18FFE040,5,44,25,1,AE,5,64,13
30:25.9,18FFE040,5,44,25,1,AD,5,62,13
30:25.9,18FFE040,5,44,33,1,F3,5,64,13
30:26.0,18FFE040,5,44,25,1,AE,5,64,13
30:26.0,18FFE040,5,44,2B,1,CC,5,64,13
30:26.0,18FFE040,5,44,25,1,AE,5,64,13
30:26.0,18FFE040,5,44,25,1,AE,5,64,13
30:26.1,18FFE040,5,44,35,1,FD,5,64,13
30:26.2,18FFE040,5,44,25,1,AE,5,64,13
30:26.3,18FFE040,5,44,2B,1,CC,5,64,13
30:26.3,18FFE040,5,44,0,1,F6,4,64,13
30:26.3,18FFE040,5,44,25,1,AE,5,64,13
30:26.3,18FFE040,5,44,20,1,95,5,64,13
30:26.4,18FFE040,5,44,25,1,AE,5,64,13
30:26.4,18FFE040,5,44,25,1,AE,5,64,13
30:26.5,18FFE040,5,44,28,1,BD,5,64,13
30:26.5,18FFE040,5,44,10,1,46,5,64,13
30:26.6,18FFE040,5,44,2B,1,CC,5,64,13
30:26.7,18FFE040,5,44,2D,1,D6,5,64,13
30:26.7,18FFE040,5,44,38,1,0C,6,64,13
30:26.7,18FFE040,5,44,2B,1,CC,5,64,13
30:26.8,18FFE040,5,44,2B,1,CC,5,64,13
30:26.8,18FFE040,5,44,28,1,BD,5,64,13
30:26.9,18FFE040,5,44,2D,1,D5,5,62,13
30:26.9,18FFE040,5,44,2D,1,D6,5,64,13
30:27.0,18FFE040,5,44,12,1,4F,5,62,13
30:27.0,18FFE040,5,44,28,1,BD,5,64,13
30:27.1,18FFE040,5,44,28,1,BD,5,64,13
30:27.2,18FFE040,5,44,28,1,BD,5,64,13
30:27.3,18FFE040,5,44,2B,1,CC,5,64,13
30:27.3,18FFE040,5,44,35,1,FD,5,64,13
30:27.4,18FFE040,5,44,28,1,BD,5,64,13
30:27.4,18FFE040,5,44,40,1,34,6,64,13
30:27.5,18FFE040,5,44,2B,1,CC,5,64,13
30:27.5,18FFE040,5,44,28,1,BD,5,64,13
30:27.5,18FFE040,5,44,12,1,50,5,64,13
30:27.5,18FFE040,5,44,28,1,BD,5,64,13
30:27.6,18FFE040,5,44,2D,1,D6,5,64,13
30:27.7,18FFE040,5,44,25,1,AE,5,64,13
30:27.8,18FFE040,5,44,5E,0,D2,1,64,13
30:27.8,18FFE040,5,44,1B,1,7C,5,64,13
30:27.8,18FFE040,5,44,20,1,95,5,64,13
30:27.9,18FFE040,5,44,2B,1,CC,5,64,13
30:27.9,18FFE040,5,44,25,1,AE,5,64,13
30:28.0,18FFE040,5,44,28,1,BD,5,64,13
30:28.0,18FFE040,5,44,28,1,BD,5,64,13
30:28.1,18FFE040,5,44,2B,1,CC,5,64,13
30:28.1,18FFE040,5,44,33,1,F3,5,62,13
30:28.2,18FFE040,5,44,2D,1,D6,5,64,13
30:28.3,18FFE040,5,44,3E,1,2B,6,66,13
30:28.3,18FFE040,5,44,30,1,E5,5,64,13
30:28.3,18FFE040,5,44,2D,1,D6,5,64,13
30:28.4,18FFE040,5,44,28,1,BD,5,64,13
30:28.4,18FFE040,5,44,2B,1,CC,5,64,13
30:28.5,18FFE040,5,44,43,1,43,6,64,13
30:28.5,18FFE040,5,44,28,1,BD,5,64,13
30:28.6,18FFE040,5,44,2B,1,CC,5,64,13
30:28.6,18FFE040,5,44,2B,1,CC,5,64,13
30:28.7,18FFE040,5,44,96,0,E8,2,64,13
30:28.7,18FFE040,5,44,28,1,BD,5,64,13
30:28.7,18FFE040,5,44,23,1,A4,5,64,13
30:28.8,18FFE040,5,44,99,1,EE,7,64,13
30:28.9,18FFE040,5,44,2D,1,D6,5,64,13
30:29.0,18FFE040,5,44,2D,1,D5,5,62,13
30:29.0,18FFE040,5,44,2B,1,CC,5,64,13
30:29.0,18FFE040,5,44,2D,1,D6,5,64,13
30:29.1,18FFE040,5,44,4B,2,61,0B,64,13
30:29.2,18FFE040,5,44,2B,1,CC,5,64,13
30:29.2,18FFE040,5,44,25,1,AE,5,64,13
30:29.3,18FFE040,5,44,2B,1,CC,5,64,13
30:29.3,18FFE040,5,44,28,1,BD,5,64,13
30:29.3,18FFE040,5,44,2D,1,D6,5,64,13
30:29.4,18FFE040,5,44,46,1,52,6,64,13
30:29.4,18FFE040,5,44,2D,1,D6,5,64,13
30:29.5,18FFE040,5,44,2B,1,CC,5,64,13
30:29.5,18FFE040,5,44,5B,1,BA,6,64,13
30:29.6,18FFE040,5,44,2B,1,CC,5,64,13
30:29.6,18FFE040,5,44,2B,1,CC,5,64,13
30:29.8,18FFE040,5,44,2D,1,D6,5,64,13
30:29.8,18FFE040,5,44,28,1,BD,5,64,13
30:29.8,18FFE040,5,44,FD,0,E7,4,64,13
30:29.9,18FFE040,5,44,2B,1,CC,5,64,13
30:29.9,18FFE040,5,44,35,1,FD,5,64,13
30:30.0,18FFE040,5,44,25,1,AE,5,64,13
30:30.0,18FFE040,5,44,35,1,FD,5,64,13
30:30.1,18FFE040,5,44,2D,1,D6,5,64,13
30:30.1,18FFE040,5,44,20,1,96,5,66,13
30:30.2,18FFE040,5,44,2B,1,CC,5,64,13
30:30.2,18FFE040,5,44,28,1,BD,5,64,13
30:30.3,18FFE040,5,44,6E,1,18,7,64,13
30:30.3,18FFE040,5,44,23,1,A4,5,64,13
30:30.4,18FFE040,5,44,2B,1,CC,5,64,13
30:30.4,18FFE040,5,44,2D,1,D6,5,64,13
30:30.5,18FFE040,5,44,28,1,BD,5,64,13
30:30.5,18FFE040,5,44,2B,1,CC,5,64,13
30:30.5,18FFE040,5,44,33,1,F3,5,64,13
30:30.6,18FFE040,5,44,33,1,F3,5,64,13
30:30.7,18FFE040,5,44,28,1,BD,5,64,13
30:30.8,18FFE040,5,44,3B,1,1B,6,64,13
30:30.8,18FFE040,5,44,2D,1,D6,5,64,13
30:30.8,18FFE040,5,44,25,1,AE,5,64,13
30:30.9,18FFE040,5,44,2D,1,D6,5,64,13
30:30.9,18FFE040,5,44,2B,1,CC,5,64,13
30:31.0,18FFE040,5,44,15,1,5F,5,64,13
30:31.0,18FFE040,5,44,28,1,BD,5,64,13
30:31.1,18FFE040,5,44,38,1,0C,6,64,13
30:31.1,18FFE040,5,44,30,1,E5,5,64,13
30:31.2,18FFE040,5,44,35,1,FD,5,64,13
30:31.3,18FFE040,5,44,33,1,F3,5,64,13
30:31.3,18FFE040,5,44,2B,1,CB,5,62,13
30:31.4,18FFE040,5,44,0,0,0,0,64,13
30:31.4,18FFE040,5,44,61,1,D8,6,64,13
30:31.5,18FFE040,5,44,2B,1,CC,5,64,13
30:31.5,18FFE040,5,44,2B,1,CC,5,64,13
30:31.5,18FFE040,5,44,2B,1,CC,5,64,13
30:31.6,18FFE040,5,44,30,1,E5,5,64,13
30:31.6,18FFE040,5,44,7C,1,5E,7,64,13
30:31.7,18FFE040,5,44,50,1,83,6,64,13
30:31.7,18FFE040,5,44,2B,1,CC,5,64,13
30:31.9,18FFE040,5,44,23,1,A4,5,64,13
30:31.9,18FFE040,5,44,3E,1,2B,6,66,13
30:31.9,18FFE040,5,44,28,1,BD,5,64,13
30:32.0,18FFE040,5,44,25,1,AE,5,64,13
30:32.0,18FFE040,5,44,28,1,BD,5,64,13
30:32.1,18FFE040,5,44,B7,1,83,8,64,13
30:32.1,18FFE040,5,44,28,1,BD,5,64,13
30:32.1,18FFE040,5,44,23,1,A4,5,64,13
30:32.2,18FFE040,5,44,2B,1,CC,5,64,13
30:32.2,18FFE040,5,44,2D,1,D6,5,64,13
30:32.3,18FFE040,5,44,0A,1,28,5,64,13
30:32.3,18FFE040,5,44,2B,1,CC,5,64,13
30:32.3,18FFE040,5,44,38,1,0C,6,64,13
30:32.5,18FFE040,5,44,0A,1,28,5,64,13
30:32.5,18FFE040,5,44,2B,1,CC,5,64,13
30:32.6,18FFE040,5,44,28,1,BD,5,64,13
30:32.6,18FFE040,5,44,28,1,BD,5,64,13
30:32.6,18FFE040,5,44,25,1,AD,5,62,13
30:32.7,18FFE040,5,44,3B,1,1C,6,66,13
30:32.7,18FFE040,5,44,0,1,F6,4,64,13
30:32.8,18FFE040,5,44,30,1,E5,5,64,13
30:32.8,18FFE040,5,44,28,1,BD,5,64,13
30:32.9,18FFE040,5,44,2B,1,CC,5,64,13
30:33.0,18FFE040,5,44,35,1,FD,5,64,13
30:33.0,18FFE040,5,44,28,1,BD,5,64,13
30:33.1,18FFE040,5,44,30,1,E5,5,64,13
30:33.1,18FFE040,5,44,2B,1,CC,5,64,13
30:33.1,18FFE040,5,44,5E,1,C9,6,64,13
30:33.2,18FFE040,5,44,2B,1,CC,5,64,13
30:33.2,18FFE040,5,44,2B,1,CC,5,64,13
30:33.3,18FFE040,5,44,2D,1,D6,5,64,13
30:33.4,18FFE040,5,44,2D,1,D6,5,64,13
30:33.4,18FFE040,5,44,18,1,6D,5,64,13
30:33.5,18FFE040,5,44,2D,1,D6,5,64,13
30:33.5,18FFE040,5,44,30,1,E5,5,64,13
30:33.5,18FFE040,5,44,F7,0,CA,4,64,13
30:33.6,18FFE040,5,44,2D,1,D6,5,64,13
30:33.6,18FFE040,5,44,38,1,0C,6,64,13
30:33.7,18FFE040,5,44,2D,1,D6,5,64,13
30:33.7,18FFE040,5,44,2D,1,D6,5,64,13
30:33.9,18FFE040,5,44,2B,1,CC,5,64,13
30:33.9,18FFE040,5,44,28,1,BD,5,64,13
30:33.9,18FFE040,5,44,6E,0,22,2,64,13
30:34.0,18FFE040,5,44,2D,1,D6,5,64,13
30:34.0,18FFE040,5,44,28,1,BD,5,64,13
30:34.0,18FFE040,5,44,2D,1,D6,5,64,13
30:34.1,18FFE040,5,44,28,1,BD,5,64,13
30:34.1,18FFE040,5,44,0,0,0,0,64,13
30:34.3,18FFE040,5,44,30,1,E5,5,64,13
30:34.3,18FFE040,5,44,28,1,BD,5,64,13
30:34.3,18FFE040,5,44,35,1,FD,5,64,13
30:34.4,18FFE040,5,44,30,1,E5,5,64,13
30:34.4,18FFE040,5,44,33,1,F3,5,64,13
30:34.4,18FFE040,5,44,30,1,E5,5,64,13
30:34.5,18FFE040,5,44,2B,1,CC,5,64,13
30:34.5,18FFE040,5,44,28,1,BD,5,64,13
30:34.6,18FFE040,5,44,28,1,BD,5,64,13
30:34.6,18FFE040,5,44,40,1,34,6,64,13
30:34.6,18FFE040,5,44,2B,1,CC,5,64,13
30:34.8,18FFE040,5,44,30,1,E5,5,64,13
30:34.8,18FFE040,5,44,2D,1,D6,5,64,13
30:34.8,18FFE040,5,44,30,1,E5,5,64,13
30:34.9,18FFE040,5,44,2D,1,D6,5,64,13
30:34.9,18FFE040,5,44,2D,1,D6,5,64,13
30:35.0,18FFE040,5,44,BC,0,A5,3,64,13
30:35.0,18FFE040,5,44,33,1,F3,5,64,13
30:35.0,18FFE040,5,44,2D,1,D6,5,64,13
30:35.2,18FFE040,5,44,30,1,E5,5,64,13
30:35.2,18FFE040,5,44,30,1,E5,5,64,13
30:35.3,18FFE040,5,44,30,1,E5,5,64,13
30:35.3,18FFE040,5,44,30,1,E5,5,66,13
30:35.3,18FFE040,5,44,23,1,A4,5,64,13
30:35.3,18FFE040,5,44,30,1,E5,5,64,13
30:35.5,18FFE040,5,44,30,1,E5,5,64,13
30:35.5,18FFE040,5,44,2B,1,CC,5,64,13
30:35.6,18FFE040,5,44,2D,1,D6,5,64,13
30:35.6,18FFE040,5,44,30,1,E5,5,64,13
30:35.6,18FFE040,5,44,30,1,E5,5,64,13
30:35.7,18FFE040,5,44,2D,1,D6,5,64,13
30:35.7,18FFE040,5,44,2B,1,CC,5,64,13
30:35.9,18FFE040,5,44,A1,1,15,8,64,13
30:35.9,18FFE040,5,44,2B,1,CC,5,64,13
30:35.9,18FFE040,5,44,35,1,FD,5,62,13
30:36.0,18FFE040,5,44,B1,1,65,8,64,13
30:36.0,18FFE040,5,44,30,1,E5,5,64,13
30:36.0,18FFE040,5,44,2D,1,D6,5,64,13
30:36.1,18FFE040,5,44,2D,1,D6,5,66,13
30:36.1,18FFE040,5,44,30,1,E5,5,66,13
30:36.2,18FFE040,5,44,2D,1,D6,5,64,13
30:36.3,18FFE040,5,44,2,1,0,5,64,13
30:36.3,18FFE040,5,44,23,1,A4,5,64,13
30:36.3,18FFE040,5,44,33,1,F3,5,64,13
30:36.4,18FFE040,5,44,2B,1,CC,5,64,13
30:36.4,18FFE040,5,44,38,1,0C,6,64,13
30:36.5,18FFE040,5,44,2D,1,D6,5,64,13
30:36.5,18FFE040,5,44,0,0,0,0,64,13
30:36.5,18FFE040,5,44,2D,1,D6,5,64,13
30:36.7,18FFE040,5,44,1D,1,87,5,66,13
30:36.7,18FFE040,5,44,2B,1,CC,5,64,13
30:36.7,18FFE040,5,44,2B,1,CC,5,64,13
30:36.8,18FFE040,5,44,2B,1,CC,5,64,13
30:36.8,18FFE040,5,44,2B,1,CC,5,64,13
30:36.8,18FFE040,5,44,30,1,E5,5,64,13
30:37.0,18FFE040,5,44,30,1,E5,5,64,13
30:37.0,18FFE040,5,44,30,1,E5,5,66,13
30:37.0,18FFE040,5,44,30,1,E5,5,64,13
30:37.1,18FFE040,5,44,2D,1,D6,5,64,13
30:37.1,18FFE040,5,44,2B,1,CC,5,64,13
30:37.3,18FFE040,5,44,38,1,0C,6,64,13
30:37.3,18FFE040,5,44,28,1,BD,5,64,13
30:37.3,18FFE040,5,44,2D,1,D6,5,64,13
30:37.3,18FFE040,5,44,20,1,95,5,64,13
30:37.4,18FFE040,5,44,33,1,F3,5,64,13
30:37.4,18FFE040,5,44,38,1,0C,6,64,13
30:37.5,18FFE040,5,44,2B,1,CC,5,64,13
30:37.5,18FFE040,5,44,28,1,BD,5,64,13
30:37.5,18FFE040,5,44,30,1,E5,5,64,13
30:37.7,18FFE040,5,44,2B,1,CC,5,64,13
30:37.7,18FFE040,5,44,FD,0,E7,4,64,13
30:37.8,18FFE040,5,44,30,1,E5,5,64,13
30:37.8,18FFE040,5,44,38,1,0C,6,62,13
30:37.8,18FFE040,5,44,2B,1,CC,5,64,13
30:37.8,18FFE040,5,44,97,2,DB,0C,64,13
30:38.0,18FFE040,5,44,30,1,E5,5,64,13
30:38.0,18FFE040,5,44,40,1,34,6,64,13
30:38.1,18FFE040,5,44,2D,1,D6,5,64,13
30:38.1,18FFE040,5,44,30,1,E5,5,64,13
30:38.2,18FFE040,5,44,30,1,E5,5,64,13
30:38.2,18FFE040,5,44,33,1,F3,5,64,13
30:38.3,18FFE040,5,44,2D,1,D6,5,64,13
30:38.4,18FFE040,5,44,2D,1,D6,5,64,13
30:38.4,18FFE040,5,44,25,1,AE,5,64,13
30:38.4,18FFE040,5,44,18,2,64,0A,64,13
30:38.5,18FFE040,5,44,18,1,6D,5,64,13
30:38.5,18FFE040,5,44,2D,1,D6,5,64,13
30:38.5,18FFE040,5,44,2B,1,CC,5,64,13
30:38.7,18FFE040,5,44,1D,1,86,5,62,13
30:38.7,18FFE040,5,44,30,1,E5,5,64,13
30:38.7,18FFE040,5,44,2B,1,CC,5,64,13
30:38.8,18FFE040,5,44,30,1,E5,5,64,13
30:38.8,18FFE040,5,44,28,1,BD,5,64,13
30:38.8,18FFE040,5,44,18,1,6D,5,64,13
30:39.0,18FFE040,5,44,30,1,E5,5,64,13
30:39.0,18FFE040,5,44,38,1,0C,6,64,13
30:39.0,18FFE040,5,44,2B,1,CC,5,64,13
30:39.1,18FFE040,5,44,6E,0,22,2,66,13
30:39.1,18FFE040,5,44,33,1,F3,5,64,13
30:39.3,18FFE040,5,44,40,1,35,6,66,13
30:39.3,18FFE040,5,44,2D,2,CC,0A,64,13
30:39.3,18FFE040,5,44,2B,1,CC,5,64,13
30:39.3,18FFE040,5,44,20,1,95,5,64,13
30:39.4,18FFE040,5,44,38,1,0D,6,66,13
30:39.4,18FFE040,5,44,61,1,D8,6,64,13
30:39.4,18FFE040,5,44,30,1,E5,5,64,13
30:39.6,18FFE040,5,44,30,1,E5,5,64,13
30:39.6,18FFE040,5,44,30,1,E5,5,64,13
30:39.7,18FFE040,5,44,30,1,E5,5,66,13
30:39.7,18FFE040,5,44,30,1,E5,5,64,13
30:39.7,18FFE040,5,44,25,1,AF,5,66,13
30:39.9,18FFE040,5,44,2D,1,D6,5,64,13
30:39.9,18FFE040,5,44,30,1,E5,5,64,13
30:39.9,18FFE040,5,44,2D,1,D6,5,64,13
30:39.9,18FFE040,5,44,43,1,43,6,64,13
30:40.0,18FFE040,5,44,2D,1,D6,5,64,13
30:40.0,18FFE040,5,44,2B,1,CC,5,64,13
30:40.0,18FFE040,5,44,30,1,E5,5,64,13
30:40.2,18FFE040,5,44,28,1,BD,5,64,13
30:40.2,18FFE040,5,44,9F,1,0C,8,64,13
30:40.3,18FFE040,5,44,30,1,E5,5,64,13
30:40.3,18FFE040,5,44,2B,1,CC,5,64,13
30:40.3,18FFE040,5,44,30,1,E5,5,64,13
30:40.3,18FFE040,5,44,33,1,F3,5,64,13
30:40.5,18FFE040,5,44,35,1,FD,5,64,13
30:40.5,18FFE040,5,44,2D,1,D6,5,64,13
30:40.5,18FFE040,5,44,28,1,BD,5,64,13
30:40.6,18FFE040,5,44,69,1,0,7,64,13
30:40.6,18FFE040,5,44,30,1,E5,5,64,13
30:40.7,18FFE040,5,44,30,1,E5,5,64,13
30:40.8,18FFE040,5,44,2D,1,D6,5,64,13
30:40.8,18FFE040,5,44,2D,1,D6,5,64,13
30:40.8,18FFE040,5,44,2B,1,CC,5,64,13
30:40.8,18FFE040,5,44,61,1,D8,6,64,13
30:41.0,18FFE040,5,44,2B,1,CC,5,64,13
30:41.0,18FFE040,5,44,30,1,E5,5,66,13
30:41.1,18FFE040,5,44,2B,1,CC,5,64,13
30:41.1,18FFE040,5,44,99,2,E5,0C,64,13
30:41.1,18FFE040,5,44,30,1,E5,5,64,13
30:41.3,18FFE040,5,44,2D,1,D6,5,64,13
30:41.3,18FFE040,5,44,74,2,2D,0C,64,13
30:41.3,18FFE040,5,44,2D,1,D6,5,64,13
30:41.3,18FFE040,5,44,20,1,95,5,64,13
30:41.4,18FFE040,5,44,30,1,E5,5,64,13
30:41.4,18FFE040,5,44,30,1,E5,5,64,13
30:41.4,18FFE040,5,44,30,1,E5,5,64,13
30:41.6,18FFE040,5,44,2B,1,CC,5,64,13
30:41.6,18FFE040,5,44,40,1,35,6,66,13
30:41.6,18FFE040,5,44,0D,0,40,0,64,13
30:41.7,18FFE040,5,44,30,1,E5,5,64,13
30:41.7,18FFE040,5,44,28,1,BD,5,64,13
30:41.7,18FFE040,5,44,25,1,AE,5,64,13
30:41.9,18FFE040,5,44,2B,1,CC,5,64,13
30:41.9,18FFE040,5,44,38,1,0C,6,64,13
30:41.9,18FFE040,5,44,2,1,0,5,64,13
30:41.9,18FFE040,5,44,2D,1,D6,5,64,13
30:42.1,18FFE040,5,44,2B,1,CC,5,64,13
30:42.1,18FFE040,5,44,25,1,AF,5,66,13
30:42.1,18FFE040,5,44,2D,1,D6,5,64,13
30:42.2,18FFE040,5,44,81,1,77,7,64,13
30:42.2,18FFE040,5,44,2B,1,CC,5,64,13
30:42.2,18FFE040,5,44,2B,1,CC,5,64,13
30:42.4,18FFE040,5,44,5B,1,BA,6,64,13
30:42.4,18FFE040,5,44,2B,1,CC,5,64,13
30:42.4,18FFE040,5,44,3E,1,2A,6,64,13
30:42.5,18FFE040,5,44,2D,1,D6,5,64,13
30:42.5,18FFE040,5,44,2D,1,D6,5,64,13
30:42.6,18FFE040,5,44,0D,1,37,5,64,13
30:42.7,18FFE040,5,44,2D,1,D6,5,64,13
30:42.7,18FFE040,5,44,30,1,E5,5,64,13
30:42.7,18FFE040,5,44,30,1,E5,5,64,13
30:42.9,18FFE040,5,44,2B,1,CC,5,64,13
30:42.9,18FFE040,5,44,35,1,FD,5,64,13
30:42.9,18FFE040,5,44,2B,1,CC,5,64,13
30:42.9,18FFE040,5,44,2D,1,D6,5,66,13
30:43.0,18FFE040,5,44,2D,1,D6,5,64,13
30:43.0,18FFE040,5,44,30,1,E5,5,64,13
30:43.0,18FFE040,5,44,2D,1,D6,5,66,13
30:43.2,18FFE040,5,44,2B,1,CC,5,66,13
30:43.2,18FFE040,5,44,30,1,E5,5,64,13
30:43.2,18FFE040,5,44,28,1,BD,5,64,13
30:43.4,18FFE040,5,44,40,1,34,6,64,13
30:43.4,18FFE040,5,44,30,1,E5,5,64,13
30:43.4,18FFE040,5,44,2D,1,D6,5,64,13
30:43.4,18FFE040,5,44,FA,0,D9,4,64,13
30:43.5,18FFE040,5,44,2D,1,D6,5,64,13
30:43.5,18FFE040,5,44,2D,1,D6,5,64,13
30:43.5,18FFE040,5,44,2D,1,D6,5,64,13
30:43.7,18FFE040,5,44,33,1,F3,5,64,13
30:43.7,18FFE040,5,44,33,1,F3,5,64,13
30:43.7,18FFE040,5,44,40,1,34,6,64,13
30:43.9,18FFE040,5,44,33,1,F3,5,64,13
30:43.9,18FFE040,5,44,2D,1,D6,5,64,13
30:43.9,18FFE040,5,44,2D,1,D6,5,64,13
30:43.9,18FFE040,5,44,2D,1,D6,5,64,13
30:44.0,18FFE040,5,44,2D,1,D6,5,64,13
30:44.0,18FFE040,5,44,2D,1,D6,5,64,13
30:44.0,18FFE040,5,44,48,1,5C,6,64,13
30:44.2,18FFE040,5,44,30,1,E5,5,66,13
30:44.2,18FFE040,5,44,0,0,0,0,64,13
30:44.2,18FFE040,5,44,30,1,E5,5,64,13
30:44.4,18FFE040,5,44,2B,1,CC,5,64,13
30:44.4,18FFE040,5,44,2D,1,D6,5,64,13
30:44.4,18FFE040,5,44,20,1,95,5,62,13
30:44.4,18FFE040,5,44,46,1,52,6,64,13
30:44.5,18FFE040,5,44,2B,1,CC,5,64,13
30:44.5,18FFE040,5,44,30,1,E5,5,64,13
30:44.5,18FFE040,5,44,2B,1,CC,5,64,13
30:44.7,18FFE040,5,44,2D,1,D6,5,64,13
30:44.7,18FFE040,5,44,2D,1,D6,5,64,13
30:44.7,18FFE040,5,44,23,1,A4,5,64,13
30:44.8,18FFE040,5,44,2D,1,D6,5,64,13
30:44.9,18FFE040,5,44,30,1,E5,5,64,13
30:44.9,18FFE040,5,44,2B,1,CC,5,64,13
30:44.9,18FFE040,5,44,28,1,BD,5,64,13
30:45.0,18FFE040,5,44,0,0,0,0,64,13
30:45.0,18FFE040,5,44,2B,1,CC,5,64,13
30:45.0,18FFE040,5,44,28,1,BD,5,64,13
30:45.2,18FFE040,5,44,15,1,5F,5,64,13
30:45.2,18FFE040,5,44,40,1,34,6,64,13
30:45.2,18FFE040,5,44,BF,1,AA,8,64,13
30:45.3,18FFE040,5,44,ED,0,98,4,64,13
30:45.3,18FFE040,5,44,30,1,E5,5,64,13
30:45.3,18FFE040,5,44,2D,1,D6,5,64,13
30:45.3,18FFE040,5,44,2B,1,CC,5,64,13
30:45.5,18FFE040,5,44,33,1,F4,5,66,13
30:45.5,18FFE040,5,44,2D,1,D6,5,64,13
30:45.5,18FFE040,5,44,2D,1,D6,5,66,13
30:45.7,18FFE040,5,44,28,1,BD,5,64,13
30:45.7,18FFE040,5,44,35,1,FD,5,64,13
30:45.7,18FFE040,5,44,30,1,E5,5,64,13
30:45.8,18FFE040,5,44,2D,1,D6,5,66,13
30:45.8,18FFE040,5,44,0A,1,28,5,64,13
30:45.8,18FFE040,5,44,28,1,BD,5,64,13
30:46.0,18FFE040,5,44,28,1,BD,5,66,13
30:46.0,18FFE040,5,44,25,1,AE,5,64,13
30:46.0,18FFE040,5,44,0,0,0,0,64,13
